player-super-raids_player_name,player-dod-raid-points_player_name,player-tackle-points_player_name,player-successful-raids_player_name,player-super-tackles_player_name,player-avg-tackle-points_player_name,player-total-points_player_name,super-10s_player_name,player-raid-points_player_name,player-successful-tackles_player_name,high-5s_player_name,player-super-raids_match_played,player-dod-raid-points_match_played,player-tackle-points_match_played,player-successful-raids_match_played,player-super-tackles_match_played,player-avg-tackle-points_match_played,player-total-points_match_played,super-10s_match_played,player-raid-points_match_played,player-successful-tackles_match_played,high-5s_match_played,player-super-raids_position_name,player-dod-raid-points_position_name,player-tackle-points_position_name,player-successful-raids_position_name,player-super-tackles_position_name,player-avg-tackle-points_position_name,player-total-points_position_name,super-10s_position_name,player-raid-points_position_name,player-successful-tackles_position_name,high-5s_position_name,player-super-raids_team,player-dod-raid-points_team,player-tackle-points_team,player-successful-raids_team,player-super-tackles_team,player-avg-tackle-points_team,player-total-points_team,super-10s_team,player-raid-points_team,player-successful-tackles_team,high-5s_team,player-super-raids_team_name,player-dod-raid-points_team_name,player-tackle-points_team_name,player-successful-raids_team_name,player-super-tackles_team_name,player-avg-tackle-points_team_name,player-total-points_team_name,super-10s_team_name,player-raid-points_team_name,player-successful-tackles_team_name,high-5s_team_name,player-super-raids_team_full_name,player-dod-raid-points_team_full_name,player-tackle-points_team_full_name,player-successful-raids_team_full_name,player-super-tackles_team_full_name,player-avg-tackle-points_team_full_name,player-total-points_team_full_name,super-10s_team_full_name,player-raid-points_team_full_name,player-successful-tackles_team_full_name,high-5s_team_full_name,player-super-raids_rank,player-dod-raid-points_rank,player-tackle-points_rank,player-successful-raids_rank,player-super-tackles_rank,player-avg-tackle-points_rank,player-total-points_rank,super-10s_rank,player-raid-points_rank,player-successful-tackles_rank,high-5s_rank,player-super-raids_value,player-dod-raid-points_value,player-tackle-points_value,player-successful-raids_value,player-super-tackles_value,player-avg-tackle-points_value,player-total-points_value,super-10s_value,player-raid-points_value,player-successful-tackles_value,high-5s_value,player-super-raids_points_per_match,player-dod-raid-points_points_per_match,player-tackle-points_points_per_match,player-successful-raids_points_per_match,player-super-tackles_points_per_match,player-avg-tackle-points_points_per_match,player-total-points_points_per_match,super-10s_points_per_match,player-raid-points_points_per_match,player-successful-tackles_points_per_match,high-5s_points_per_match,player-super-raids_team_id,player-dod-raid-points_team_id,player-tackle-points_team_id,player-successful-raids_team_id,player-super-tackles_team_id,player-avg-tackle-points_team_id,player-total-points_team_id,super-10s_team_id,player-raid-points_team_id,player-successful-tackles_team_id,high-5s_team_id,player-super-raids_position_id,player-dod-raid-points_position_id,player-tackle-points_position_id,player-successful-raids_position_id,player-super-tackles_position_id,player-avg-tackle-points_position_id,player-total-points_position_id,super-10s_position_id,player-raid-points_position_id,player-successful-tackles_position_id,high-5s_position_id
,Yogesh ,Yogesh ,Yogesh ,Yogesh ,Yogesh ,Yogesh ,,Yogesh ,Yogesh ,Yogesh ,,23,23,23,23,23,23,,23,23,23,,Defender - Right Corner,Defender - Right Corner,Defender - Right Corner,Defender - Right Corner,Defender - Right Corner,Defender - Right Corner,,Defender - Right Corner,Defender - Right Corner,Defender - Right Corner,,,,,,,,,,,,,DEL,DEL,DEL,DEL,DEL,DEL,,DEL,DEL,DEL,,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,,73,3,98,8,6,31,,100,3,10,,1,74,2,6,3.22,77,,3,68,5,,0.043478261,3.217391304347826,0.086956522,0.2608695652173913,0.14,3.347826086956522,,0.1304347826086956,2.9565217391304346,0.217391304,,2,2,2,2,2,2,,2,2,2,,0,0,0,0,0,0,,0,0,0
Nitin ,Nitin ,Nitin ,Nitin ,,Nitin ,Nitin ,,Nitin ,Nitin ,,9,9,9,9,,9,9,,9,9,,Raider,Raider,Raider,Raider,,Raider,Raider,,Raider,Raider,,,,,,,,,,,,,GUJ,GUJ,GUJ,GUJ,,GUJ,GUJ,,GUJ,GUJ,,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,,Gujarat Giants,Gujarat Giants,,Gujarat Giants,Gujarat Giants,,42,54,146,61,,150,115,,61,136,,1,4,2,13,,0.22,19,,17,2,,0.1111111111111111,0.4444444444444444,0.2222222222222222,1.4444444444444444,,0.024444444,2.111111111111111,,1.8888888888888888,0.2222222222222222,,31,31,31,31,,31,31,,31,31,,8,8,8,8,,8,8,,8,8,
Vishal Tate,Vishal Tate,Vishal Tate,Vishal Tate,,Vishal Tate,Vishal Tate,Vishal Tate,Vishal Tate,Vishal Tate,,3,3,3,3,,3,3,3,3,3,,Right Raider,Right Raider,Right Raider,Right Raider,,Right Raider,Right Raider,Right Raider,Right Raider,Right Raider,,,,,,,,,,,,,HAR,HAR,HAR,HAR,,HAR,HAR,HAR,HAR,HAR,,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,,32,69,157,55,,133,97,31,51,168,,2,2,1,17,,0.33,25,1,24,1,,0.6666666666666666,0.6666666666666666,0.3333333333333333,5.666666666666667,,0.11,8.333333333333334,0.3333333333333333,8,0.3333333333333333,,28,28,28,28,,28,28,28,28,28,,0,0,0,0,,0,0,0,0,0,
Abhijeet Malik,Abhijeet Malik,Abhijeet Malik,Abhijeet Malik,,Abhijeet Malik,Abhijeet Malik,,Abhijeet Malik,Abhijeet Malik,,5,5,5,5,,5,5,,5,5,,Raider,Raider,Raider,Raider,,Raider,Raider,,Raider,Raider,,,,,,,,,,,,,JAI,JAI,JAI,JAI,,JAI,JAI,,JAI,JAI,,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,,Jaipur Pink Panthers,Jaipur Pink Panthers,,Jaipur Pink Panthers,Jaipur Pink Panthers,,41,65,158,67,,151,122,,64,169,,1,3,1,10,,0.2,17,,16,1,,0.2,0.6,0.2,2,,0.04,3.4,,3.2,0.2,,3,3,3,3,,3,3,,3,3,,8,8,8,8,,8,8,,8,8,
,,Vaibhav Kamble,,Vaibhav Kamble,Vaibhav Kamble,Vaibhav Kamble,,,Vaibhav Kamble,,,,2,,2,2,2,,,2,,,,Defender - Left Corner,,Defender - Left Corner,Defender - Left Corner,Defender - Left Corner,,,Defender - Left Corner,,,,,,,,,,,,,,,PUN,,PUN,PUN,PUN,,,PUN,,,,Puneri Paltan,,Puneri Paltan,Puneri Paltan,Puneri Paltan,,,Puneri Paltan,,,,136,,94,53,184,,,134,,,,3,,1,1.5,3,,,2,,,,1.5,,0.5,0.75,1.5,,,1,,,,7,,7,7,7,,,7,,,,0,,0,0,0,,,0,
,,Dadaso Pujari,,Dadaso Pujari,Dadaso Pujari,Dadaso Pujari,,,Dadaso Pujari,,,,5,,5,5,5,,,5,,,,Defender - Right Corner,,Defender - Right Corner,Defender - Right Corner,Defender - Right Corner,,,Defender - Right Corner,,,,,,,,,,,,,,,PUN,,PUN,PUN,PUN,,,PUN,,,,Puneri Paltan,,Puneri Paltan,Puneri Paltan,Puneri Paltan,,,Puneri Paltan,,,,99,,95,75,169,,,106,,,,6,,1,1.2,6,,,5,,,,1.2,,0.2,0.24,1.2,,,1,,,,7,,7,7,7,,,7,,,,0,,0,0,0,,,0,
,,Tushar Dattaray Adhavade,,,Tushar Dattaray Adhavade,Tushar Dattaray Adhavade,,,Tushar Dattaray Adhavade,,,,6,,,6,6,,,6,,,,Defender - Right Cover,,,Defender - Right Cover,Defender - Right Cover,,,Defender - Right Cover,,,,,,,,,,,,,,,PUN,,,PUN,PUN,,,PUN,,,,Puneri Paltan,,,Puneri Paltan,Puneri Paltan,,,Puneri Paltan,,,,135,,,117,183,,,131,,,,3,,,0.5,3,,,3,,,,0.5,,,0.083333333,0.5,,,0.5,,,,7,,,7,7,,,7,,,,0,,,0,0,,,0,
Vishal Chahal ,Vishal Chahal ,Vishal Chahal ,Vishal Chahal ,,Vishal Chahal ,Vishal Chahal ,Vishal Chahal ,Vishal Chahal ,Vishal Chahal ,,10,10,10,10,,10,10,10,10,10,,Right Raider,Right Raider,Right Raider,Right Raider,,Right Raider,Right Raider,Right Raider,Right Raider,Right Raider,,,,,,,,,,,,,CHE,CHE,CHE,CHE,,CHE,CHE,CHE,CHE,CHE,,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,,30,50,177,42,,169,79,32,45,176,,2,5,1,28,,0.1,35,1,34,1,,0.2,0.5,0.1,2.8,,0.01,3.5,0.1,3.4,0.1,,29,29,29,29,,29,29,29,29,29,,0,0,0,0,,0,0,0,0,0,
,,Ronak ,,Ronak ,Ronak ,Ronak ,,,Ronak ,,,,5,,5,5,5,,,5,,,,Defender - Right Cover,,Defender - Right Cover,Defender - Right Cover,Defender - Right Cover,,,Defender - Right Cover,,,,,,,,,,,,,,,CHE,,CHE,CHE,CHE,,,CHE,,,,Tamil Thalaivas,,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,,,Tamil Thalaivas,,,,117,,96,97,182,,,132,,,,4,,1,0.8,4,,,3,,,,0.8,,0.2,0.16,0.8,,,0.6,,,,29,,29,29,29,,,29,,,,0,,0,0,0,,,0,
,Nitin Singh,Nitin Singh,Nitin Singh,Nitin Singh,Nitin Singh,Nitin Singh,,Nitin Singh,Nitin Singh,,,9,9,9,9,9,9,,9,9,,,Raider,Raider,Raider,Raider,Raider,Raider,,Raider,Raider,,,,,,,,,,,,,,CHE,CHE,CHE,CHE,CHE,CHE,,CHE,CHE,,,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,,Tamil Thalaivas,Tamil Thalaivas,,,63,134,54,97,132,103,,56,133,,,3,3,18,1,0.33,23,,20,2,,,0.3333333333333333,0.3333333333333333,2,0.1111111111111111,0.036666667,2.5555555555555554,,2.2222222222222223,0.2222222222222222,,,29,29,29,29,29,29,,29,29,,,8,8,8,8,8,8,,8,8,
,,Nitesh Kumar,,Nitesh Kumar,Nitesh Kumar,Nitesh Kumar,,,Nitesh Kumar,,,,9,,9,9,9,,,9,,,,Defender - Left Corner,,Defender - Left Corner,Defender - Left Corner,Defender - Left Corner,,,Defender - Left Corner,,,,,,,,,,,,,,,CHE,,CHE,CHE,CHE,,,CHE,,,,Tamil Thalaivas,,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,,,Tamil Thalaivas,,,,118,,98,122,181,,,130,,,,4,,1,0.44,4,,,3,,,,0.4444444444444444,,0.1111111111111111,0.048888889,0.4444444444444444,,,0.3333333333333333,,,,29,,29,29,29,,,29,,,,0,,0,0,0,,,0,
,Prafull Zaware,Prafull Zaware,Prafull Zaware,,Prafull Zaware,Prafull Zaware,,Prafull Zaware,Prafull Zaware,,,19,19,19,,19,19,,19,19,,,Left Raider,Left Raider,Left Raider,,Left Raider,Left Raider,,Left Raider,Left Raider,,,,,,,,,,,,,,HYD,HYD,HYD,,HYD,HYD,,HYD,HYD,,,Telugu Titans,Telugu Titans,Telugu Titans,,Telugu Titans,Telugu Titans,,Telugu Titans,Telugu Titans,,,42,115,39,,143,64,,40,107,,,8,5,35,,0.26,48,,43,5,,,0.4210526315789473,0.2631578947368421,1.8421052631578947,,0.013684211,2.526315789473684,,2.263157894736842,0.2631578947368421,,,8,8,8,,8,8,,8,8,,,0,0,0,,0,0,,0,0,
Omkar Patil,Omkar Patil,Omkar Patil,Omkar Patil,,Omkar Patil,Omkar Patil,,Omkar Patil,Omkar Patil,,10,10,10,10,,10,10,,10,10,,Right Raider,Right Raider,Right Raider,Right Raider,,Right Raider,Right Raider,,Right Raider,Right Raider,,,,,,,,,,,,,HYD,HYD,HYD,HYD,,HYD,HYD,,HYD,HYD,,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,,Telugu Titans,Telugu Titans,,Telugu Titans,Telugu Titans,,15,29,178,71,,170,112,,58,177,,3,12,1,9,,0.1,20,,19,1,,0.3,1.2,0.1,0.9,,0.01,2,,1.9,0.1,,8,8,8,8,,8,8,,8,8,,0,0,0,0,,0,0,,0,0,
,,Bittu ,,Bittu ,Bittu ,Bittu ,,,Bittu ,Bittu ,,,11,,11,11,11,,,11,11,,,Defender - Right Corner,,Defender - Right Corner,Defender - Right Corner,Defender - Right Corner,,,Defender - Right Corner,Defender - Right Corner,,,,,,,,,,,,,,MUM,,MUM,MUM,MUM,,,MUM,MUM,,,U Mumba,,U Mumba,U Mumba,U Mumba,,,U Mumba,U Mumba,,,55,,40,44,113,,,59,49,,,20,,2,1.82,20,,,18,1,,,1.818181818181818,,0.1818181818181818,0.1654545454545454,1.818181818181818,,,1.6363636363636365,0.090909091,,,5,,5,5,5,,,5,5,,,0,,0,0,0,,,0,0
,,Sombir ,Sombir ,Sombir ,Sombir ,Sombir ,,Sombir ,Sombir ,Sombir ,,,15,15,15,15,15,,15,15,15,,,Defender - Left Corner,Defender - Left Corner,Defender - Left Corner,Defender - Left Corner,Defender - Left Corner,,Defender - Left Corner,Defender - Left Corner,Defender - Left Corner,,,,,,,,,,,,,,MUM,MUM,MUM,MUM,MUM,,MUM,MUM,MUM,,,U Mumba,U Mumba,U Mumba,U Mumba,U Mumba,,U Mumba,U Mumba,U Mumba,,,24,107,38,14,65,,99,25,17,,,44,1,3,2.93,47,,3,41,4,,,2.933333333333333,0.066666667,0.2,0.1953333333333333,3.1333333333333333,,0.2,2.7333333333333334,0.2666666666666666,,,5,5,5,5,5,,5,5,5,,,0,0,0,0,0,,0,0,0
,,Mukilan Shanmugam,,Mukilan Shanmugam,Mukilan Shanmugam,Mukilan Shanmugam,,,Mukilan Shanmugam,Mukilan Shanmugam,,,9,,9,9,9,,,9,9,,,Defender - Left Cover,,Defender - Left Cover,Defender - Left Cover,Defender - Left Cover,,,Defender - Left Cover,Defender - Left Cover,,,,,,,,,,,,,,MUM,,MUM,MUM,MUM,,,MUM,MUM,,,U Mumba,,U Mumba,U Mumba,U Mumba,,,U Mumba,U Mumba,,,68,,39,52,133,,,70,46,,,14,,3,1.56,14,,,11,1,,,1.5555555555555556,,0.3333333333333333,0.1733333333333333,1.5555555555555556,,,1.2222222222222223,0.1111111111111111,,,5,,5,5,5,,,5,5,,,0,,0,0,0,,,0,0
,,Hitesh ,,Hitesh ,Hitesh ,Hitesh ,,,Hitesh ,Hitesh ,,,17,,17,17,17,,,17,17,,,Defender - Right Corner,,Defender - Right Corner,Defender - Right Corner,Defender - Right Corner,,,Defender - Right Corner,Defender - Right Corner,,,,,,,,,,,,,,U.P.,,U.P.,U.P.,U.P.,,,U.P.,U.P.,,,U.P. Yoddhas,,U.P. Yoddhas,U.P. Yoddhas,U.P. Yoddhas,,,U.P. Yoddhas,U.P. Yoddhas,,,36,,21,43,88,,,37,19,,,31,,5,1.82,31,,,26,3,,,1.8235294117647056,,0.2941176470588235,0.1070588235294117,1.8235294117647056,,,1.5294117647058822,0.1764705882352941,,,30,,30,30,30,,,30,30,,,0,,0,0,0,,,0,0
Gagana Gowda,Gagana Gowda,,Gagana Gowda,,,Gagana Gowda,Gagana Gowda,Gagana Gowda,,,13,13,,13,,,13,13,13,,,Right Raider,Right Raider,,Right Raider,,,Right Raider,Right Raider,Right Raider,,,,,,,,,,,,,,U.P.,U.P.,,U.P.,,,U.P.,U.P.,U.P.,,,U.P. Yoddhas,U.P. Yoddhas,,U.P. Yoddhas,,,U.P. Yoddhas,U.P. Yoddhas,U.P. Yoddhas,,,12,31,,22,,,24,25,23,,,4,11,,70,,,92,3,92,,,0.3076923076923077,0.8461538461538461,,5.384615384615385,,,7.076923076923077,0.2307692307692307,7.076923076923077,,,30,30,,30,,,30,30,30,,,0,0,,0,,,0,0,0,,
,,Shivam Chaudhary,Shivam Chaudhary,Shivam Chaudhary,Shivam Chaudhary,Shivam Chaudhary,,Shivam Chaudhary,Shivam Chaudhary,,,,8,8,8,8,8,,8,8,,,,Left Raider,Left Raider,Left Raider,Left Raider,Left Raider,,Left Raider,Left Raider,,,,,,,,,,,,,,,U.P.,U.P.,U.P.,U.P.,U.P.,,U.P.,U.P.,,,,U.P. Yoddhas,U.P. Yoddhas,U.P. Yoddhas,U.P. Yoddhas,U.P. Yoddhas,,U.P. Yoddhas,U.P. Yoddhas,,,,137,76,104,144,135,,72,178,,,,2,6,1,0.25,13,,11,1,,,,0.25,0.75,0.125,0.03125,1.625,,1.375,0.125,,,,30,30,30,30,30,,30,30,,,,0,0,0,0,0,,0,0,
,,,,,,Ishwar ,,Ishwar ,,,,,,,,,1,,1,,,,,,,,,Defender-Right Corner,,Defender-Right Corner,,,,,,,,,,,,,,,,,,,,PUN,,PUN,,,,,,,,,Puneri Paltan,,Puneri Paltan,,,,,,,,,205,,124,,,,,,,,,1,,1,,,,,,,,,1,,1,,,,,,,,,7,,7,,,,,,,,,0,,0,,
,,,,,,Akash Prasher,,Akash Prasher,,,,,,,,,3,,3,,,,,,,,,All-Rounder,,All-Rounder,,,,,,,,,,,,,,,,,,,,DEL,,DEL,,,,,,,,,Dabang Delhi K.C.,,Dabang Delhi K.C.,,,,,,,,,199,,112,,,,,,,,,2,,2,,,,,,,,,0.6666666666666666,,0.6666666666666666,,,,,,,,,2,,2,,,,,,,,,0,,0,,
,,Ankit ,,Ankit ,Ankit ,Ankit ,,,Ankit ,Ankit ,,,23,,23,23,23,,,23,23,,,All-Rounder,,All-Rounder,All-Rounder,All-Rounder,,,All-Rounder,All-Rounder,,,,,,,,,,,,,,PAT,,PAT,PAT,PAT,,,PAT,PAT,,,Patna Pirates,,Patna Pirates,Patna Pirates,Patna Pirates,,,Patna Pirates,Patna Pirates,,,11,,22,17,45,,,10,11,,,66,,5,2.87,66,,,61,5,,,2.869565217391304,,0.217391304,0.1247826086956521,2.869565217391304,,,2.652173913043478,0.217391304,,,6,,6,6,6,,,6,6,,,0,,0,0,0,,,0,0
,,Himanshu Choudhary,,,Himanshu Choudhary,Himanshu Choudhary,,,Himanshu Choudhary,,,,2,,,2,2,,,2,,,,Defender - Left Corner,,,Defender - Left Corner,Defender - Left Corner,,,Defender - Left Corner,,,,,,,,,,,,,,,HAR,,,HAR,HAR,,,HAR,,,,Haryana Steelers,,,Haryana Steelers,Haryana Steelers,,,Haryana Steelers,,,,176,,,118,207,,,172,,,,1,,,0.5,1,,,1,,,,0.5,,,0.25,0.5,,,0.5,,,,28,,,28,28,,,28,,,,0,,,0,0,,,0,
,,Jitender Yadav ,,Jitender Yadav ,Jitender Yadav ,Jitender Yadav ,,,Jitender Yadav ,,,,4,,4,4,4,,,4,,,,All-rounder,,All-rounder,All-rounder,All-rounder,,,All-rounder,,,,,,,,,,,,,,,GUJ,,GUJ,GUJ,GUJ,,,GUJ,,,,Gujarat Giants,,Gujarat Giants,Gujarat Giants,Gujarat Giants,,,Gujarat Giants,,,,116,,103,71,175,,,108,,,,5,,1,1.25,5,,,4,,,,1.25,,0.25,0.3125,1.25,,,1,,,,31,,31,31,31,,,31,,,,0,,0,0,0,,,0,
Ajit Pawar,,Ajit Pawar,Ajit Pawar,Ajit Pawar,Ajit Pawar,Ajit Pawar,,Ajit Pawar,Ajit Pawar,Ajit Pawar,20,,20,20,20,20,20,,20,20,20,Defender - Left Cover,,Defender - Left Cover,Defender - Left Cover,Defender - Left Cover,Defender - Left Cover,Defender - Left Cover,,Defender - Left Cover,Defender - Left Cover,Defender - Left Cover,,,,,,,,,,,,HYD,,HYD,HYD,HYD,HYD,HYD,,HYD,HYD,HYD,Telugu Titans,,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,,Telugu Titans,Telugu Titans,Telugu Titans,43,,37,102,23,54,78,,84,35,36,1,,30,2,4,1.5,36,,6,26,2,0.05,,1.5,0.1,0.2,0.075,1.8,,0.3,1.3,0.1,8,,8,8,8,8,8,,8,8,8,0,,0,0,0,0,0,,0,0,0
,Masanamuthu Lakshnanan,,Masanamuthu Lakshnanan,,,Masanamuthu Lakshnanan,,Masanamuthu Lakshnanan,,,,4,,4,,,4,,4,,,,Right Raider,,Right Raider,,,Right Raider,,Right Raider,,,,,,,,,,,,,,,CHE,,CHE,,,CHE,,CHE,,,,Tamil Thalaivas,,Tamil Thalaivas,,,Tamil Thalaivas,,Tamil Thalaivas,,,,70,,74,,,157,,76,,,,1,,7,,,8,,8,,,,0.25,,1.75,,,2,,2,,,,29,,29,,,29,,29,,,,0,,0,,,0,,0,,
,Rahul Kumar,,Rahul Kumar,,,Rahul Kumar,,Rahul Kumar,,,,1,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,DEL,,DEL,,,DEL,,DEL,,,,Dabang Delhi K.C.,,Dabang Delhi K.C.,,,Dabang Delhi K.C.,,Dabang Delhi K.C.,,,,71,,108,,,206,,123,,,,1,,1,,,1,,1,,,,1,,1,,,1,,1,,,,2,,2,,,2,,2,,,,0,,0,,,0,,0,,
Nitin Kumar,Nitin Kumar,,Nitin Kumar,,,Nitin Kumar,Nitin Kumar,Nitin Kumar,,,20,20,,20,,,20,20,20,,,Right Raider,Right Raider,,Right Raider,,,Right Raider,Right Raider,Right Raider,,,,,,,,,,,,,,KOL,KOL,,KOL,,,KOL,KOL,KOL,,,Bengal Warriors,Bengal Warriors,,Bengal Warriors,,,Bengal Warriors,Bengal Warriors,Bengal Warriors,,,14,30,,9,,,7,7,7,,,4,12,,125,,,169,8,169,,,0.2,0.6,,6.25,,,8.45,0.4,8.45,,,4,4,,4,,,4,4,4,,,0,0,,0,,,0,0,0,,
,,Mohit ,Mohit ,Mohit ,Mohit ,Mohit ,,Mohit ,Mohit ,Mohit ,,,14,14,14,14,14,,14,14,14,,,Defender - Right Corner,Defender - Right Corner,Defender - Right Corner,Defender - Right Corner,Defender - Right Corner,,Defender - Right Corner,Defender - Right Corner,Defender - Right Corner,,,,,,,,,,,,,,HYD,HYD,HYD,HYD,HYD,,HYD,HYD,HYD,,,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,,Telugu Titans,Telugu Titans,Telugu Titans,,,31,109,20,24,73,,98,32,39,,,36,1,5,2.57,39,,3,31,1,,,2.5714285714285716,0.071428571,0.3571428571428571,0.1835714285714285,2.7857142857142856,,0.2142857142857142,2.2142857142857144,0.071428571,,,8,8,8,8,8,,8,8,8,,,0,0,0,0,0,,0,0,0
,,,Saurav Parthe,,,Saurav Parthe,,Saurav Parthe,,,,,,4,,,4,,4,,,,,,Left Raider,,,Left Raider,,Left Raider,,,,,,,,,,,,,,,,,MUM,,,MUM,,MUM,,,,,,U Mumba,,,U Mumba,,U Mumba,,,,,,104,,,200,,111,,,,,,2,,,2,,2,,,,,,0.5,,,0.5,,0.5,,,,,,5,,,5,,5,,,,,,0,,,0,,0,,
,,Vikrant ,,Vikrant ,Vikrant ,Vikrant ,,,Vikrant ,,,,18,,18,18,18,,,18,,,,Defender-Left Cover,,Defender-Left Cover,Defender-Left Cover,Defender-Left Cover,,,Defender-Left Cover,,,,,,,,,,,,,,,DEL,,DEL,DEL,DEL,,,DEL,,,,Dabang Delhi K.C.,,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,,,Dabang Delhi K.C.,,,,46,,102,63,98,,,42,,,,25,,1,1.39,25,,,24,,,,1.3888888888888888,,0.055555556,0.077222222,1.3888888888888888,,,1.3333333333333333,,,,2,,2,2,2,,,2,,,,0,,0,0,0,,,0,
,Robin Chaudhary,,Robin Chaudhary,,,Robin Chaudhary,,Robin Chaudhary,,,,18,,18,,,18,,18,,,,Right Raider,,Right Raider,,,Right Raider,,Right Raider,,,,,,,,,,,,,,,HYD,,HYD,,,HYD,,HYD,,,,Telugu Titans,,Telugu Titans,,,Telugu Titans,,Telugu Titans,,,,41,,37,,,55,,36,,,,8,,40,,,55,,55,,,,0.4444444444444444,,2.2222222222222223,,,3.0555555555555554,,3.0555555555555554,,,,8,,8,,,8,,8,,,,0,,0,,,0,,0,,
Rohit Yadav,Rohit Yadav,,Rohit Yadav,,,Rohit Yadav,,Rohit Yadav,,,5,5,,5,,,5,,5,,,Left Raider,Left Raider,,Left Raider,,,Left Raider,,Left Raider,,,,,,,,,,,,,,MUM,MUM,,MUM,,,MUM,,MUM,,,U Mumba,U Mumba,,U Mumba,,,U Mumba,,U Mumba,,,37,75,,75,,,141,,71,,,1,1,,7,,,11,,11,,,0.2,0.2,,1.4,,,2.2,,2.2,,,5,5,,5,,,5,,5,,,0,0,,0,,,0,,0,,
,,Sanjay ,,,Sanjay ,Sanjay ,,,Sanjay ,Sanjay ,,,6,,,6,6,,,6,6,,,Defender-Right Cover,,,Defender-Right Cover,Defender-Right Cover,,,Defender-Right Cover,Defender-Right Cover,,,,,,,,,,,,,,PAT,,,PAT,PAT,,,PAT,PAT,,,Patna Pirates,,,Patna Pirates,Patna Pirates,,,Patna Pirates,Patna Pirates,,,97,,,89,167,,,94,40,,,6,,,1,6,,,6,1,,,1,,,0.1666666666666666,1,,,1,0.1666666666666666,,,6,,,6,6,,,6,6,,,0,,,0,0,,,0,0
,Ghanshyam Magar,Ghanshyam Magar,Ghanshyam Magar,,Ghanshyam Magar,Ghanshyam Magar,,Ghanshyam Magar,Ghanshyam Magar,,,5,5,5,,5,5,,5,5,,,Raider,Raider,Raider,,Raider,Raider,,Raider,Raider,,,,,,,,,,,,,,HAR,HAR,HAR,,HAR,HAR,,HAR,HAR,,,Haryana Steelers,Haryana Steelers,Haryana Steelers,,Haryana Steelers,Haryana Steelers,,Haryana Steelers,Haryana Steelers,,,67,174,70,,152,139,,70,173,,,2,1,9,,0.2,12,,11,1,,,0.4,0.2,1.8,,0.04,2.4,,2.2,0.2,,,28,28,28,,28,28,,28,28,,,8,8,8,,8,8,,8,8,
,,,,,,Hasan Balbool,,Hasan Balbool,,,,,,,,,2,,2,,,,,,,,,Raider,,Raider,,,,,,,,,,,,,,,,,,,,HAR,,HAR,,,,,,,,,Haryana Steelers,,Haryana Steelers,,,,,,,,,204,,122,,,,,,,,,1,,1,,,,,,,,,0.5,,0.5,,,,,,,,,28,,28,,,,,,,,,8,,8,,
,,,Zheng-Wei Chen,,,Zheng-Wei Chen,,Zheng-Wei Chen,,,,,,2,,,2,,2,,,,,,Raider,,,Raider,,Raider,,,,,,,,,,,,,,,,,PAT,,,PAT,,PAT,,,,,,Patna Pirates,,,Patna Pirates,,Patna Pirates,,,,,,103,,,202,,110,,,,,,2,,,2,,2,,,,,,1,,,1,,1,,,,,,6,,,6,,6,,,,,,8,,,8,,8,,
,Alireza Mirzaeian,Alireza Mirzaeian,Alireza Mirzaeian,,Alireza Mirzaeian,Alireza Mirzaeian,,Alireza Mirzaeian,Alireza Mirzaeian,,,9,9,9,,9,9,,9,9,,,Raider,Raider,Raider,,Raider,Raider,,Raider,Raider,,,,,,,,,,,,,,MUM,MUM,MUM,,MUM,MUM,,MUM,MUM,,,U Mumba,U Mumba,U Mumba,,U Mumba,U Mumba,,U Mumba,U Mumba,,,66,175,60,,168,127,,66,174,,,3,1,14,,0.11,16,,15,1,,,0.3333333333333333,0.1111111111111111,1.5555555555555556,,0.012222222,1.7777777777777777,,1.6666666666666667,0.1111111111111111,,,5,5,5,,5,5,,5,5,,,8,8,8,,8,8,,8,8,
