player-raid-points_player_name,player-super-tackles_player_name,player-successful-tackles_player_name,player-dod-raid-points_player_name,player-super-raids_player_name,player-tackle-points_player_name,player-successful-raids_player_name,high-5s_player_name,player-avg-tackle-points_player_name,player-total-points_player_name,super-10s_player_name,player-raid-points_match_played,player-super-tackles_match_played,player-successful-tackles_match_played,player-dod-raid-points_match_played,player-super-raids_match_played,player-tackle-points_match_played,player-successful-raids_match_played,high-5s_match_played,player-avg-tackle-points_match_played,player-total-points_match_played,super-10s_match_played,player-raid-points_position_name,player-super-tackles_position_name,player-successful-tackles_position_name,player-dod-raid-points_position_name,player-super-raids_position_name,player-tackle-points_position_name,player-successful-raids_position_name,high-5s_position_name,player-avg-tackle-points_position_name,player-total-points_position_name,super-10s_position_name,player-raid-points_team,player-super-tackles_team,player-successful-tackles_team,player-dod-raid-points_team,player-super-raids_team,player-tackle-points_team,player-successful-raids_team,high-5s_team,player-avg-tackle-points_team,player-total-points_team,super-10s_team,player-raid-points_team_name,player-super-tackles_team_name,player-successful-tackles_team_name,player-dod-raid-points_team_name,player-super-raids_team_name,player-tackle-points_team_name,player-successful-raids_team_name,high-5s_team_name,player-avg-tackle-points_team_name,player-total-points_team_name,super-10s_team_name,player-raid-points_team_full_name,player-super-tackles_team_full_name,player-successful-tackles_team_full_name,player-dod-raid-points_team_full_name,player-super-raids_team_full_name,player-tackle-points_team_full_name,player-successful-raids_team_full_name,high-5s_team_full_name,player-avg-tackle-points_team_full_name,player-total-points_team_full_name,super-10s_team_full_name,player-raid-points_rank,player-super-tackles_rank,player-successful-tackles_rank,player-dod-raid-points_rank,player-super-raids_rank,player-tackle-points_rank,player-successful-raids_rank,high-5s_rank,player-avg-tackle-points_rank,player-total-points_rank,super-10s_rank,player-raid-points_value,player-super-tackles_value,player-successful-tackles_value,player-dod-raid-points_value,player-super-raids_value,player-tackle-points_value,player-successful-raids_value,high-5s_value,player-avg-tackle-points_value,player-total-points_value,super-10s_value,player-raid-points_points_per_match,player-super-tackles_points_per_match,player-successful-tackles_points_per_match,player-dod-raid-points_points_per_match,player-super-raids_points_per_match,player-tackle-points_points_per_match,player-successful-raids_points_per_match,high-5s_points_per_match,player-avg-tackle-points_points_per_match,player-total-points_points_per_match,super-10s_points_per_match,player-raid-points_team_id,player-super-tackles_team_id,player-successful-tackles_team_id,player-dod-raid-points_team_id,player-super-raids_team_id,player-tackle-points_team_id,player-successful-raids_team_id,high-5s_team_id,player-avg-tackle-points_team_id,player-total-points_team_id,super-10s_team_id,player-raid-points_position_id,player-super-tackles_position_id,player-successful-tackles_position_id,player-dod-raid-points_position_id,player-super-raids_position_id,player-tackle-points_position_id,player-successful-raids_position_id,high-5s_position_id,player-avg-tackle-points_position_id,player-total-points_position_id,super-10s_position_id
Amit ,Amit ,Amit ,,,Amit ,Amit ,,Amit ,Amit ,,23.0,23.0,23.0,,,23.0,23.0,,23.0,23,,defender,defender,defender,,,defender,defender,,defender,defender,,,,,,,,,,,,,U.P.,U.P.,U.P.,,,U.P.,U.P.,,U.P.,U.P.,,U.P. Yoddha,U.P. Yoddha,U.P. Yoddha,,,U.P. Yoddha,U.P. Yoddha,,U.P. Yoddha,U.P. Yoddha,,105.0,44.0,37.0,,,37.0,103.0,,51.0,84,,2.0,2.0,28.0,,,30.0,1.0,,1.3,32,,0.0869565217391304,0.0869565217391304,1.2173913043478262,,,1.3043478260869563,0.0434782608695652,,0.0565217391304347,1.391304347826087,,30.0,30.0,30.0,,,30.0,30.0,,30.0,30,,9.0,9.0,9.0,,,9.0,9.0,,9.0,9,
Sonu GFG,Sonu GFG,Sonu GFG,Sonu GFG,Sonu GFG,Sonu GFG,Sonu GFG,,Sonu GFG,Sonu GFG,Sonu GFG,17.0,17.0,17.0,17.0,17.0,17.0,17.0,,17.0,17,17.0,Raider,Raider,Raider,Raider,Raider,Raider,Raider,,Raider,Raider,Raider,,,,,,,,,,,,GUJ,GUJ,GUJ,GUJ,GUJ,GUJ,GUJ,,GUJ,GUJ,GUJ,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,,Gujarat Giants,Gujarat Giants,Gujarat Giants,25.0,77.0,107.0,30.0,8.0,103.0,27.0,,126.0,32,21.0,72.0,1.0,3.0,10.0,4.0,4.0,56.0,,0.24,76,2.0,4.235294117647059,0.0588235294117647,0.1764705882352941,0.5882352941176471,0.2352941176470588,0.2352941176470588,3.2941176470588234,,0.0141176470588235,4.470588235294118,0.1176470588235294,31.0,31.0,31.0,31.0,31.0,31.0,31.0,,31.0,31,31.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,8.0,8,8.0
Avinash ,,,,,,Avinash ,,,Avinash ,,1.0,,,,,,1.0,,,1,,All Rounder,,,,,,All Rounder,,,All Rounder,,,,,,,,,,,,,KOL,,,,,,KOL,,,KOL,,Bengal Warriors,,,,,,Bengal Warriors,,,Bengal Warriors,,90.0,,,,,,98.0,,,158,,4.0,,,,,,2.0,,,4,,4.0,,,,,,2.0,,,4.0,,4.0,,,,,,4.0,,,4,,0.0,,,,,,0.0,,,0,
,Harendra Kumar,Harendra Kumar,,,Harendra Kumar,,Harendra Kumar,Harendra Kumar,Harendra Kumar,,,20.0,20.0,,,20.0,,20.0,20.0,20,,,Defender,Defender,,,Defender,,Defender,Defender,Defender,,,,,,,,,,,,,,MUM,MUM,,,MUM,,MUM,MUM,MUM,,,U Mumba,U Mumba,,,U Mumba,,U Mumba,U Mumba,U Mumba,,,78.0,46.0,,,48.0,,31.0,65.0,97,,,1.0,19.0,,,20.0,,1.0,1.0,20,,,0.05,0.95,,,1.0,,0.05,0.05,1.0,,,5.0,5.0,,,5.0,,5.0,5.0,5,,,9.0,9.0,,,9.0,,9.0,9.0,9,
Amit Kumar pat,,,,,,Amit Kumar pat,,,Amit Kumar pat,,3.0,,,,,,3.0,,,3,,All Rounder,,,,,,All Rounder,,,All Rounder,,,,,,,,,,,,,PAT,,,,,,PAT,,,PAT,,Patna Pirates,,,,,,Patna Pirates,,,Patna Pirates,,84.0,,,,,,82.0,,,156,,5.0,,,,,,3.0,,,5,,1.6666666666666667,,,,,,1.0,,,1.6666666666666667,,6.0,,,,,,6.0,,,6,,0.0,,,,,,0.0,,,0,
Sachin Narwal,,Sachin Narwal,Sachin Narwal,Sachin Narwal,Sachin Narwal,Sachin Narwal,,Sachin Narwal,Sachin Narwal,,13.0,,13.0,13.0,13.0,13.0,13.0,,13.0,13,,All Rounder,,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,,All Rounder,All Rounder,,,,,,,,,,,,,JAI,,JAI,JAI,JAI,JAI,JAI,,JAI,JAI,,Jaipur Pink Panthers,,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,,Jaipur Pink Panthers,Jaipur Pink Panthers,,64.0,,154.0,61.0,32.0,137.0,63.0,,152.0,117,,11.0,,1.0,3.0,1.0,1.0,7.0,,0.08,12,,0.8461538461538461,,0.0769230769230769,0.2307692307692307,0.0769230769230769,0.0769230769230769,0.5384615384615384,,0.0061538461538461,0.9230769230769232,,3.0,,3.0,3.0,3.0,3.0,3.0,,3.0,3,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0,
Sourabh Patil,,,Sourabh Patil,,,Sourabh Patil,,,Sourabh Patil,Sourabh Patil,3.0,,,3.0,,,3.0,,,3,3.0,All Rounder,,,All Rounder,,,All Rounder,,,All Rounder,All Rounder,,,,,,,,,,,,KOL,,,KOL,,,KOL,,,KOL,KOL,Bengal Warriors,,,Bengal Warriors,,,Bengal Warriors,,,Bengal Warriors,Bengal Warriors,57.0,,,62.0,,,51.0,,,105,34.0,17.0,,,2.0,,,15.0,,,17,1.0,5.666666666666667,,,0.6666666666666666,,,5.0,,,5.666666666666667,0.3333333333333333,4.0,,,4.0,,,4.0,,,4,4.0,0.0,,,0.0,,,0.0,,,0,0.0
,,Aman ,,,Aman ,,,Aman ,Aman ,,,,2.0,,,2.0,,,2.0,2,,,,Defender,,,Defender,,,Defender,Defender,,,,,,,,,,,,,,,BLR,,,BLR,,,BLR,BLR,,,,Bengaluru Bulls,,,Bengaluru Bulls,,,Bengaluru Bulls,Bengaluru Bulls,,,,155.0,,,138.0,,,100.0,185,,,,1.0,,,1.0,,,0.5,1,,,,0.5,,,0.5,,,0.25,0.5,,,,1.0,,,1.0,,,1.0,1,,,,9.0,,,9.0,,,9.0,9,
,Vishal ,Vishal ,,,Vishal ,,Vishal ,Vishal ,Vishal ,,,16.0,16.0,,,16.0,,16.0,16.0,16,,,defender,defender,,,defender,,defender,defender,defender,,,,,,,,,,,,,,JAI,JAI,,,JAI,,JAI,JAI,JAI,,,Jaipur Pink Panthers,Jaipur Pink Panthers,,,Jaipur Pink Panthers,,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,,,4.0,25.0,,,21.0,,26.0,7.0,67,,,8.0,39.0,,,47.0,,2.0,2.94,47,,,0.5,2.4375,,,2.9375,,0.125,0.18375,2.9375,,,3.0,3.0,,,3.0,,3.0,3.0,3,,,9.0,9.0,,,9.0,,9.0,9.0,9,
Himanshu ,,Himanshu ,,,Himanshu ,Himanshu ,,Himanshu ,Himanshu ,,5.0,,5.0,,,5.0,5.0,,5.0,5,,Defender,,Defender,,,Defender,Defender,,Defender,Defender,,,,,,,,,,,,,CHE,,CHE,,,CHE,CHE,,CHE,CHE,,Tamil Thalaivas,,Tamil Thalaivas,,,Tamil Thalaivas,Tamil Thalaivas,,Tamil Thalaivas,Tamil Thalaivas,,91.0,,113.0,,,132.0,99.0,,107.0,144,,4.0,,2.0,,,2.0,2.0,,0.4,6,,0.8,,0.4,,,0.4,0.4,,0.08,1.2,,29.0,,29.0,,,29.0,29.0,,29.0,29,,9.0,,9.0,,,9.0,9.0,,9.0,9,
,,Manish ,,,Manish ,,,Manish ,Manish ,,,,2.0,,,2.0,,,2.0,2,,,,Defender,,,Defender,,,Defender,Defender,,,,,,,,,,,,,,,HYD,,,HYD,,,HYD,HYD,,,,Telugu Titans,,,Telugu Titans,,,Telugu Titans,Telugu Titans,,,,114.0,,,133.0,,,66.0,171,,,,2.0,,,2.0,,,1.0,2,,,,1.0,,,1.0,,,0.5,1.0,,,,8.0,,,8.0,,,8.0,8,,,,9.0,,,9.0,,,9.0,9,
,,Satywan ,,,Satywan ,,,Satywan ,Satywan ,,,,2.0,,,2.0,,,2.0,2,,,,Defender,,,Defender,,,Defender,Defender,,,,,,,,,,,,,,,DEL,,,DEL,,,DEL,DEL,,,,Dabang Delhi K.C.,,,Dabang Delhi K.C.,,,Dabang Delhi K.C.,Dabang Delhi K.C.,,,,152.0,,,135.0,,,97.0,184,,,,1.0,,,1.0,,,0.5,1,,,,0.5,,,0.5,,,0.25,0.5,,,,2.0,,,2.0,,,2.0,2,,,,9.0,,,9.0,,,9.0,9,
Mohammad Mahalli,Mohammad Mahalli,Mohammad Mahalli,Mohammad Mahalli,,Mohammad Mahalli,Mohammad Mahalli,,Mohammad Mahalli,Mohammad Mahalli,,20.0,20.0,20.0,20.0,,20.0,20.0,,20.0,20,,Raider,Raider,Raider,Raider,,Raider,Raider,,Raider,Raider,,,,,,,,,,,,,PAT,PAT,PAT,PAT,,PAT,PAT,,PAT,PAT,,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,,Patna Pirates,Patna Pirates,,Patna Pirates,Patna Pirates,,44.0,34.0,66.0,28.0,,62.0,44.0,,82.0,59,,39.0,3.0,10.0,11.0,,13.0,31.0,,0.65,52,,1.95,0.15,0.5,0.55,,0.65,1.55,,0.0325,2.6,,6.0,6.0,6.0,6.0,,6.0,6.0,,6.0,6,,8.0,8.0,8.0,8.0,,8.0,8.0,,8.0,8,
Mohammad Nabibakhsh,Mohammad Nabibakhsh,Mohammad Nabibakhsh,Mohammad Nabibakhsh,Mohammad Nabibakhsh,Mohammad Nabibakhsh,Mohammad Nabibakhsh,Mohammad Nabibakhsh,Mohammad Nabibakhsh,Mohammad Nabibakhsh,Mohammad Nabibakhsh,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23,23.0,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,,,,,,,,,,,,KOL,KOL,KOL,KOL,KOL,KOL,KOL,KOL,KOL,KOL,KOL,Bengal Warriors,Bengal Warriors,Bengal Warriors,Bengal Warriors,Bengal Warriors,Bengal Warriors,Bengal Warriors,Bengal Warriors,Bengal Warriors,Bengal Warriors,Bengal Warriors,20.0,39.0,38.0,40.0,10.0,38.0,18.0,27.0,52.0,15,35.0,92.0,2.0,28.0,8.0,3.0,30.0,75.0,1.0,1.3,122,1.0,4.0,0.0869565217391304,1.2173913043478262,0.3478260869565217,0.1304347826086956,1.3043478260869563,3.260869565217391,0.0434782608695652,0.0565217391304347,5.304347826086956,0.0434782608695652,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Mohammad Taghi Paein Mahali ,,Mohammad Taghi Paein Mahali ,,,Mohammad Taghi Paein Mahali ,Mohammad Taghi Paein Mahali ,,Mohammad Taghi Paein Mahali ,Mohammad Taghi Paein Mahali ,,4.0,,4.0,,,4.0,4.0,,4.0,4,,raider,,raider,,,raider,raider,,raider,raider,,,,,,,,,,,,,KOL,,KOL,,,KOL,KOL,,KOL,KOL,,Bengal Warriors,,Bengal Warriors,,,Bengal Warriors,Bengal Warriors,,Bengal Warriors,Bengal Warriors,,79.0,,156.0,,,139.0,80.0,,122.0,143,,6.0,,1.0,,,1.0,4.0,,0.25,7,,1.5,,0.25,,,0.25,1.0,,0.0625,1.75,,4.0,,4.0,,,4.0,4.0,,4.0,4,,8.0,,8.0,,,8.0,8.0,,8.0,8,
,,Saeid Ghaffari,,,Saeid Ghaffari,,,Saeid Ghaffari,Saeid Ghaffari,,,,9.0,,,9.0,,,9.0,9,,,,Defender,,,Defender,,,Defender,Defender,,,,,,,,,,,,,,,DEL,,,DEL,,,DEL,DEL,,,,Dabang Delhi K.C.,,,Dabang Delhi K.C.,,,Dabang Delhi K.C.,Dabang Delhi K.C.,,,,70.0,,,79.0,,,70.0,135,,,,8.0,,,8.0,,,0.89,8,,,,0.8888888888888888,,,0.8888888888888888,,,0.0988888888888888,0.8888888888888888,,,,2.0,,,2.0,,,2.0,2,,,,9.0,,,9.0,,,9.0,9,
Emad Sedaghatnia,,,Emad Sedaghatnia,Emad Sedaghatnia,,Emad Sedaghatnia,,,Emad Sedaghatnia,,3.0,,,3.0,3.0,,3.0,,,3,,Raider,,,Raider,Raider,,Raider,,,Raider,,,,,,,,,,,,,PUN,,,PUN,PUN,,PUN,,,PUN,,Puneri Paltan,,,Puneri Paltan,Puneri Paltan,,Puneri Paltan,,,Puneri Paltan,,60.0,,,60.0,33.0,,62.0,,,110,,14.0,,,3.0,1.0,,8.0,,,14,,4.666666666666667,,,1.0,0.3333333333333333,,2.6666666666666665,,,4.666666666666667,,7.0,,,7.0,7.0,,7.0,,,7,,8.0,,,8.0,8.0,,8.0,,,8,
,Ravinder ,Ravinder ,,,Ravinder ,,,Ravinder ,Ravinder ,,,5.0,5.0,,,5.0,,,5.0,5,,,All Rounder,All Rounder,,,All Rounder,,,All Rounder,All Rounder,,,,,,,,,,,,,,PAT,PAT,,,PAT,,,PAT,PAT,,,Patna Pirates,Patna Pirates,,,Patna Pirates,,,Patna Pirates,Patna Pirates,,,92.0,112.0,,,107.0,,,89.0,168,,,1.0,2.0,,,3.0,,,0.6,3,,,0.2,0.4,,,0.6,,,0.12,0.6,,,6.0,6.0,,,6.0,,,6.0,6,,,0.0,0.0,,,0.0,,,0.0,0,
,,Naveen Narwal,,,Naveen Narwal,,,Naveen Narwal,Naveen Narwal,,,,3.0,,,3.0,,,3.0,3,,,,Defender,,,Defender,,,Defender,Defender,,,,,,,,,,,,,,,KOL,,,KOL,,,KOL,KOL,,,,Bengal Warriors,,,Bengal Warriors,,,Bengal Warriors,Bengal Warriors,,,,153.0,,,136.0,,,113.0,186,,,,1.0,,,1.0,,,0.33,1,,,,0.3333333333333333,,,0.3333333333333333,,,0.11,0.3333333333333333,,,,4.0,,,4.0,,,4.0,4,,,,9.0,,,9.0,,,9.0,9,
Chand Singh,Chand Singh,Chand Singh,,,Chand Singh,Chand Singh,,Chand Singh,Chand Singh,,12.0,12.0,12.0,,,12.0,12.0,,12.0,12,,Defender,Defender,Defender,,,Defender,Defender,,Defender,Defender,,,,,,,,,,,,,HAR,HAR,HAR,,,HAR,HAR,,HAR,HAR,,Haryana Steelers,Haryana Steelers,Haryana Steelers,,,Haryana Steelers,Haryana Steelers,,Haryana Steelers,Haryana Steelers,,123.0,40.0,82.0,,,80.0,100.0,,80.0,134,,1.0,2.0,6.0,,,8.0,1.0,,0.67,9,,0.0833333333333333,0.1666666666666666,0.5,,,0.6666666666666666,0.0833333333333333,,0.0558333333333333,0.75,,28.0,28.0,28.0,,,28.0,28.0,,28.0,28,,9.0,9.0,9.0,,,9.0,9.0,,9.0,9,
Balram ,,,Balram ,,,Balram ,,,Balram ,,3.0,,,3.0,,,3.0,,,3,,All Rounder,,,All Rounder,,,All Rounder,,,All Rounder,,,,,,,,,,,,,DEL,,,DEL,,,DEL,,,DEL,,Dabang Delhi K.C.,,,Dabang Delhi K.C.,,,Dabang Delhi K.C.,,,Dabang Delhi K.C.,,104.0,,,63.0,,,101.0,,,169,,2.0,,,2.0,,,1.0,,,2,,0.6666666666666666,,,0.6666666666666666,,,0.3333333333333333,,,0.6666666666666666,,2.0,,,2.0,,,2.0,,,2,,0.0,,,0.0,,,0.0,,,0,
,,Sumit ,,,Sumit ,,,Sumit ,Sumit ,,,,3.0,,,3.0,,,3.0,3,,,,Defender,,,Defender,,,Defender,Defender,,,,,,,,,,,,,,,DEL,,,DEL,,,DEL,DEL,,,,Dabang Delhi K.C.,,,Dabang Delhi K.C.,,,Dabang Delhi K.C.,Dabang Delhi K.C.,,,,111.0,,,131.0,,,81.0,170,,,,2.0,,,2.0,,,0.67,2,,,,0.6666666666666666,,,0.6666666666666666,,,0.2233333333333333,0.6666666666666666,,,,2.0,,,2.0,,,2.0,2,,,,9.0,,,9.0,,,9.0,9,
Harmanjit Singh,,,,,,Harmanjit Singh,,,Harmanjit Singh,,4.0,,,,,,4.0,,,4,,Raider,,,,,,Raider,,,Raider,,,,,,,,,,,,,GUJ,,,,,,GUJ,,,GUJ,,Gujarat Giants,,,,,,Gujarat Giants,,,Gujarat Giants,,83.0,,,,,,73.0,,,157,,5.0,,,,,,5.0,,,5,,1.25,,,,,,1.25,,,1.25,,31.0,,,,,,31.0,,,31,,8.0,,,,,,8.0,,,8,
,Sumit ,Sumit ,,,Sumit ,,,Sumit ,Sumit ,,,15.0,15.0,,,15.0,,,15.0,15,,,Defender,Defender,,,Defender,,,Defender,Defender,,,,,,,,,,,,,,GUJ,GUJ,,,GUJ,,,GUJ,GUJ,,,Gujarat Giants,Gujarat Giants,,,Gujarat Giants,,,Gujarat Giants,Gujarat Giants,,,89.0,54.0,,,55.0,,,67.0,109,,,1.0,14.0,,,15.0,,,1.0,15,,,0.0666666666666666,0.9333333333333332,,,1.0,,,0.0666666666666666,1.0,,,31.0,31.0,,,31.0,,,31.0,31,,,9.0,9.0,,,9.0,,,9.0,9,
,Ankit ,Ankit ,,,Ankit ,,,Ankit ,Ankit ,,,12.0,12.0,,,12.0,,,12.0,12,,,Defender,Defender,,,Defender,,,Defender,Defender,,,,,,,,,,,,,,GUJ,GUJ,,,GUJ,,,GUJ,GUJ,,,Gujarat Giants,Gujarat Giants,,,Gujarat Giants,,,Gujarat Giants,Gujarat Giants,,,38.0,62.0,,,61.0,,,60.0,116,,,2.0,11.0,,,13.0,,,1.08,13,,,0.1666666666666666,0.9166666666666666,,,1.0833333333333333,,,0.09,1.0833333333333333,,,31.0,31.0,,,31.0,,,31.0,31,,,9.0,9.0,,,9.0,,,9.0,9,
Saurabh Nandal,Saurabh Nandal,Saurabh Nandal,,,Saurabh Nandal,Saurabh Nandal,Saurabh Nandal,Saurabh Nandal,Saurabh Nandal,,23.0,23.0,23.0,,,23.0,23.0,23.0,23.0,23,,Defender,Defender,Defender,,,Defender,Defender,Defender,Defender,Defender,,,,,,,,,,,,,BLR,BLR,BLR,,,BLR,BLR,BLR,BLR,BLR,,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,,,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,,122.0,11.0,16.0,,,12.0,107.0,7.0,20.0,53,,1.0,6.0,50.0,,,56.0,1.0,5.0,2.43,57,,0.0434782608695652,0.2608695652173913,2.1739130434782608,,,2.4347826086956523,0.0434782608695652,0.217391304347826,0.1056521739130434,2.4782608695652173,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1,,9.0,9.0,9.0,,,9.0,9.0,9.0,9.0,9,
Vikas Chhillar,,,,,,Vikas Chhillar,,,Vikas Chhillar,,2.0,,,,,,2.0,,,2,,Raider,,,,,,Raider,,,Raider,,,,,,,,,,,,,HAR,,,,,,HAR,,,HAR,,Haryana Steelers,,,,,,Haryana Steelers,,,Haryana Steelers,,98.0,,,,,,85.0,,,167,,3.0,,,,,,3.0,,,3,,1.5,,,,,,1.5,,,1.5,,28.0,,,,,,28.0,,,28,,8.0,,,,,,8.0,,,8,
,Elavarasan ,Elavarasan ,,,Elavarasan ,,,Elavarasan ,Elavarasan ,,,3.0,3.0,,,3.0,,,3.0,3,,,Defender,Defender,,,Defender,,,Defender,Defender,,,,,,,,,,,,,,JAI,JAI,,,JAI,,,JAI,JAI,,,Jaipur Pink Panthers,Jaipur Pink Panthers,,,Jaipur Pink Panthers,,,Jaipur Pink Panthers,Jaipur Pink Panthers,,,90.0,109.0,,,105.0,,,48.0,159,,,1.0,3.0,,,4.0,,,1.33,4,,,0.3333333333333333,1.0,,,1.3333333333333333,,,0.4433333333333333,1.3333333333333333,,,3.0,3.0,,,3.0,,,3.0,3,,,9.0,9.0,,,9.0,,,9.0,9,
Pankaj Mohite,,Pankaj Mohite,Pankaj Mohite,Pankaj Mohite,Pankaj Mohite,Pankaj Mohite,,Pankaj Mohite,Pankaj Mohite,Pankaj Mohite,16.0,,16.0,16.0,16.0,16.0,16.0,,16.0,16,16.0,Raider,,Raider,Raider,Raider,Raider,Raider,,Raider,Raider,Raider,,,,,,,,,,,,PUN,,PUN,PUN,PUN,PUN,PUN,,PUN,PUN,PUN,Puneri Paltan,,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,,Puneri Paltan,Puneri Paltan,Puneri Paltan,16.0,,110.0,10.0,9.0,106.0,16.0,,132.0,17,18.0,110.0,,3.0,24.0,4.0,3.0,84.0,,0.19,113,3.0,6.875,,0.1875,1.5,0.25,0.1875,5.25,,0.011875,7.0625,0.1875,7.0,,7.0,7.0,7.0,7.0,7.0,,7.0,7,7.0,8.0,,8.0,8.0,8.0,8.0,8.0,,8.0,8,8.0
,,Sanket Sawant,,,Sanket Sawant,,,Sanket Sawant,Sanket Sawant,,,,5.0,,,5.0,,,5.0,5,,,,Defender,,,Defender,,,Defender,Defender,,,,,,,,,,,,,,,PUN,,,PUN,,,PUN,PUN,,,,Puneri Paltan,,,Puneri Paltan,,,Puneri Paltan,Puneri Paltan,,,,81.0,,,84.0,,,45.0,142,,,,7.0,,,7.0,,,1.4,7,,,,1.4,,,1.4,,,0.2799999999999999,1.4,,,,7.0,,,7.0,,,7.0,7,,,,9.0,,,9.0,,,9.0,9,
Sushant Sail,Sushant Sail,Sushant Sail,Sushant Sail,Sushant Sail,Sushant Sail,Sushant Sail,,Sushant Sail,Sushant Sail,,11.0,11.0,11.0,11.0,11.0,11.0,11.0,,11.0,11,,Raider,Raider,Raider,Raider,Raider,Raider,Raider,,Raider,Raider,,,,,,,,,,,,,PUN,PUN,PUN,PUN,PUN,PUN,PUN,,PUN,PUN,,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,,Puneri Paltan,Puneri Paltan,,49.0,91.0,108.0,88.0,34.0,104.0,54.0,,112.0,89,,22.0,1.0,3.0,1.0,1.0,4.0,14.0,,0.36,26,,2.0,0.0909090909090909,0.2727272727272727,0.0909090909090909,0.0909090909090909,0.3636363636363636,1.2727272727272727,,0.0327272727272727,2.363636363636364,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,7.0,7,,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,8.0,8,
,Sagar ,Sagar ,,,Sagar ,,Sagar ,Sagar ,Sagar ,,,13.0,13.0,,,13.0,,13.0,13.0,13,,,Defender,Defender,,,Defender,,Defender,Defender,Defender,,,,,,,,,,,,,,CHE,CHE,,,CHE,,CHE,CHE,CHE,,,Tamil Thalaivas,Tamil Thalaivas,,,Tamil Thalaivas,,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,,,35.0,47.0,,,47.0,,28.0,38.0,92,,,3.0,19.0,,,22.0,,1.0,1.69,22,,,0.2307692307692307,1.4615384615384617,,,1.6923076923076923,,0.0769230769230769,0.13,1.6923076923076923,,,29.0,29.0,,,29.0,,29.0,29.0,29,,,9.0,9.0,,,9.0,,9.0,9.0,9,
,,Aakash Arsul,,,Aakash Arsul,,Aakash Arsul,Aakash Arsul,Aakash Arsul,,,,6.0,,,6.0,,6.0,6.0,6,,,,Defender,,,Defender,,Defender,Defender,Defender,,,,,,,,,,,,,,,HYD,,,HYD,,HYD,HYD,HYD,,,,Telugu Titans,,,Telugu Titans,,Telugu Titans,Telugu Titans,Telugu Titans,,,,69.0,,,78.0,,29.0,49.0,136,,,,8.0,,,8.0,,1.0,1.33,8,,,,1.3333333333333333,,,1.3333333333333333,,0.1666666666666666,0.2216666666666666,1.3333333333333333,,,,8.0,,,8.0,,8.0,8.0,8,,,,9.0,,,9.0,,9.0,9.0,9,
Navneet ,,,,,,Navneet ,,,Navneet ,,1.0,,,,,,1.0,,,1,,Raider,,,,,,Raider,,,Raider,,,,,,,,,,,,,MUM,,,,,,MUM,,,MUM,,U Mumba,,,,,,U Mumba,,,U Mumba,,103.0,,,,,,96.0,,,172,,2.0,,,,,,2.0,,,2,,2.0,,,,,,2.0,,,2.0,,5.0,,,,,,5.0,,,5,,8.0,,,,,,8.0,,,8,
,Ashu Singh,Ashu Singh,,,Ashu Singh,,Ashu Singh,Ashu Singh,Ashu Singh,,,23.0,23.0,,,23.0,,23.0,23.0,23,,,Defender,Defender,,,Defender,,Defender,Defender,Defender,,,,,,,,,,,,,,U.P.,U.P.,,,U.P.,,U.P.,U.P.,U.P.,,,U.P. Yoddha,U.P. Yoddha,,,U.P. Yoddha,,U.P. Yoddha,U.P. Yoddha,U.P. Yoddha,,,36.0,23.0,,,25.0,,30.0,34.0,73,,,2.0,40.0,,,42.0,,1.0,1.83,42,,,0.0869565217391304,1.7391304347826086,,,1.826086956521739,,0.0434782608695652,0.0795652173913043,1.826086956521739,,,30.0,30.0,,,30.0,,30.0,30.0,30,,,9.0,9.0,,,9.0,,9.0,9.0,9,
