player-super-raids_player_name,player-total-points_player_name,super-10s_player_name,player-successful-raids_player_name,player-super-tackles_player_name,player-avg-tackle-points_player_name,player-dod-raid-points_player_name,player-raid-points_player_name,player-successful-tackles_player_name,high-5s_player_name,player-tackle-points_player_name,player-super-raids_match_played,player-total-points_match_played,super-10s_match_played,player-successful-raids_match_played,player-super-tackles_match_played,player-avg-tackle-points_match_played,player-dod-raid-points_match_played,player-raid-points_match_played,player-successful-tackles_match_played,high-5s_match_played,player-tackle-points_match_played,player-super-raids_position_name,player-total-points_position_name,super-10s_position_name,player-successful-raids_position_name,player-super-tackles_position_name,player-avg-tackle-points_position_name,player-dod-raid-points_position_name,player-raid-points_position_name,player-successful-tackles_position_name,high-5s_position_name,player-tackle-points_position_name,player-super-raids_team,player-total-points_team,super-10s_team,player-successful-raids_team,player-super-tackles_team,player-avg-tackle-points_team,player-dod-raid-points_team,player-raid-points_team,player-successful-tackles_team,high-5s_team,player-tackle-points_team,player-super-raids_team_name,player-total-points_team_name,super-10s_team_name,player-successful-raids_team_name,player-super-tackles_team_name,player-avg-tackle-points_team_name,player-dod-raid-points_team_name,player-raid-points_team_name,player-successful-tackles_team_name,high-5s_team_name,player-tackle-points_team_name,player-super-raids_team_full_name,player-total-points_team_full_name,super-10s_team_full_name,player-successful-raids_team_full_name,player-super-tackles_team_full_name,player-avg-tackle-points_team_full_name,player-dod-raid-points_team_full_name,player-raid-points_team_full_name,player-successful-tackles_team_full_name,high-5s_team_full_name,player-tackle-points_team_full_name,player-super-raids_rank,player-total-points_rank,super-10s_rank,player-successful-raids_rank,player-super-tackles_rank,player-avg-tackle-points_rank,player-dod-raid-points_rank,player-raid-points_rank,player-successful-tackles_rank,high-5s_rank,player-tackle-points_rank,player-super-raids_value,player-total-points_value,super-10s_value,player-successful-raids_value,player-super-tackles_value,player-avg-tackle-points_value,player-dod-raid-points_value,player-raid-points_value,player-successful-tackles_value,high-5s_value,player-tackle-points_value,player-super-raids_points_per_match,player-total-points_points_per_match,super-10s_points_per_match,player-successful-raids_points_per_match,player-super-tackles_points_per_match,player-avg-tackle-points_points_per_match,player-dod-raid-points_points_per_match,player-raid-points_points_per_match,player-successful-tackles_points_per_match,high-5s_points_per_match,player-tackle-points_points_per_match,player-super-raids_team_id,player-total-points_team_id,super-10s_team_id,player-successful-raids_team_id,player-super-tackles_team_id,player-avg-tackle-points_team_id,player-dod-raid-points_team_id,player-raid-points_team_id,player-successful-tackles_team_id,high-5s_team_id,player-tackle-points_team_id,player-super-raids_position_id,player-total-points_position_id,super-10s_position_id,player-successful-raids_position_id,player-super-tackles_position_id,player-avg-tackle-points_position_id,player-dod-raid-points_position_id,player-raid-points_position_id,player-successful-tackles_position_id,high-5s_position_id,player-tackle-points_position_id
,Sushil,Sushil,Sushil,,,,Sushil,,,,,5,5.0,5.0,,,,5.0,,,,,Raider,Raider,Raider,,,,Raider,,,,,,,,,,,,,,,,HAR,HAR,HAR,,,,HAR,,,,,Haryana Steelers,Haryana Steelers,Haryana Steelers,,,,Haryana Steelers,,,,,115,34.0,54.0,,,,57.0,,,,,17,1.0,15.0,,,,17.0,,,,,3.4,0.2,3.0,,,,3.4,,,,,28,28.0,28.0,,,,28.0,,,,,8,8.0,8.0,,,,8.0,,,
Meetu Sharma,Meetu Sharma,Meetu Sharma,Meetu Sharma,Meetu Sharma,Meetu Sharma,Meetu Sharma,Meetu Sharma,Meetu Sharma,,Meetu Sharma,20.0,20,20.0,20.0,20.0,20.0,20.0,20.0,20.0,,20.0,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,,Raider,,,,,,,,,,,,HAR,HAR,HAR,HAR,HAR,HAR,HAR,HAR,HAR,,HAR,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,,Haryana Steelers,18.0,20,17.0,14.0,72.0,168.0,12.0,18.0,168.0,,149.0,3.0,137,5.0,107.0,1.0,0.1,23.0,135.0,1.0,,2.0,0.15,6.85,0.25,5.35,0.05,0.005,1.15,6.75,0.05,,0.1,28.0,28,28.0,28.0,28.0,28.0,28.0,28.0,28.0,,28.0,8.0,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,8.0
,Jaideep Dahiya,,Jaideep Dahiya,Jaideep Dahiya,Jaideep Dahiya,Jaideep Dahiya,Jaideep Dahiya,Jaideep Dahiya,Jaideep Dahiya,Jaideep Dahiya,,21,,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,,Defender - Left Cover,,Defender - Left Cover,Defender - Left Cover,Defender - Left Cover,Defender - Left Cover,Defender - Left Cover,Defender - Left Cover,Defender - Left Cover,Defender - Left Cover,,,,,,,,,,,,,HAR,,HAR,HAR,HAR,HAR,HAR,HAR,HAR,HAR,,Haryana Steelers,,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,,43,,113.0,11.0,16.0,57.0,95.0,12.0,6.0,13.0,,57,,1.0,5.0,2.57,2.0,3.0,49.0,4.0,54.0,,2.7142857142857144,,0.0476190476190476,0.238095238095238,0.1223809523809523,0.0952380952380952,0.1428571428571428,2.3333333333333335,0.1904761904761904,2.5714285714285716,,28,,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Rahul Sethpal,,Rahul Sethpal,Rahul Sethpal,Rahul Sethpal,,Rahul Sethpal,Rahul Sethpal,Rahul Sethpal,Rahul Sethpal,,15,,15.0,15.0,15.0,,15.0,15.0,15.0,15.0,,Defender - Right Corner,,Defender - Right Corner,Defender - Right Corner,Defender - Right Corner,,Defender - Right Corner,Defender - Right Corner,Defender - Right Corner,Defender - Right Corner,,,,,,,,,,,,,MUM,,MUM,MUM,MUM,,MUM,MUM,MUM,MUM,,U Mumba,,U Mumba,U Mumba,U Mumba,,U Mumba,U Mumba,U Mumba,U Mumba,,110,,114.0,24.0,75.0,,96.0,60.0,38.0,60.0,,18,,1.0,3.0,1.07,,2.0,13.0,1.0,16.0,,1.2,,0.0666666666666666,0.2,0.0713333333333333,,0.1333333333333333,0.8666666666666667,0.0666666666666666,1.0666666666666669,,5,,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,,0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
,Abinesh Nadarajan,,,Abinesh Nadarajan,Abinesh Nadarajan,,Abinesh Nadarajan,Abinesh Nadarajan,Abinesh Nadarajan,Abinesh Nadarajan,,15,,,15.0,15.0,,15.0,15.0,15.0,15.0,,Defender - Right Cover,,,Defender - Right Cover,Defender - Right Cover,,Defender - Right Cover,Defender - Right Cover,Defender - Right Cover,Defender - Right Cover,,,,,,,,,,,,,PUN,,,PUN,PUN,,PUN,PUN,PUN,PUN,,Puneri Paltan,,,Puneri Paltan,Puneri Paltan,,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,,79,,,37.0,23.0,,138.0,33.0,39.0,32.0,,35,,,2.0,2.27,,1.0,32.0,1.0,34.0,,2.3333333333333335,,,0.1333333333333333,0.1513333333333333,,0.0666666666666666,2.1333333333333333,0.0666666666666666,2.2666666666666666,,7,,,7.0,7.0,,7.0,7.0,7.0,7.0,,0,,,0.0,0.0,,0.0,0.0,0.0,0.0
,Sakthivel R,,,,Sakthivel R,,,Sakthivel R,,Sakthivel R,,7,,,,7.0,,,7.0,,7.0,,Defender - Right Corner,,,,Defender - Right Corner,,,Defender - Right Corner,,Defender - Right Corner,,,,,,,,,,,,,KOL,,,,KOL,,,KOL,,KOL,,Bengal Warriors,,,,Bengal Warriors,,,Bengal Warriors,,Bengal Warriors,,169,,,,98.0,,,105.0,,100.0,,5,,,,0.71,,,5.0,,5.0,,0.7142857142857143,,,,0.1014285714285714,,,0.7142857142857143,,0.7142857142857143,,4,,,,4.0,,,4.0,,4.0,,0,,,,0.0,,,0.0,,0.0
,K. Abhimanyu,,K. Abhimanyu,,K. Abhimanyu,,K. Abhimanyu,K. Abhimanyu,,K. Abhimanyu,,6,,6.0,,6.0,,6.0,6.0,,6.0,,All-Rounder,,All-Rounder,,All-Rounder,,All-Rounder,All-Rounder,,All-Rounder,,,,,,,,,,,,,CHE,,CHE,,CHE,,CHE,CHE,,CHE,,Tamil Thalaivas,,Tamil Thalaivas,,Tamil Thalaivas,,Tamil Thalaivas,Tamil Thalaivas,,Tamil Thalaivas,,186,,115.0,,158.0,,97.0,170.0,,159.0,,3,,1.0,,0.17,,2.0,1.0,,1.0,,0.5,,0.1666666666666666,,0.0283333333333333,,0.3333333333333333,0.1666666666666666,,0.1666666666666666,,29,,29.0,,29.0,,29.0,29.0,,29.0,,0,,0.0,,0.0,,0.0,0.0,,0.0
Rohit Tomar,Rohit Tomar,Rohit Tomar,Rohit Tomar,Rohit Tomar,Rohit Tomar,Rohit Tomar,Rohit Tomar,Rohit Tomar,Rohit Tomar,Rohit Tomar,18.0,18,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,,,,,,,,,,,,U.P.,U.P.,U.P.,U.P.,U.P.,U.P.,U.P.,U.P.,U.P.,U.P.,U.P.,U.P. Yoddhas,U.P. Yoddhas,U.P. Yoddhas,U.P. Yoddhas,U.P. Yoddhas,U.P. Yoddhas,U.P. Yoddhas,U.P. Yoddhas,U.P. Yoddhas,U.P. Yoddhas,U.P. Yoddhas,38.0,29,38.0,28.0,25.0,86.0,28.0,30.0,59.0,40.0,57.0,1.0,86,1.0,55.0,3.0,0.94,12.0,69.0,14.0,1.0,17.0,0.0555555555555555,4.777777777777778,0.0555555555555555,3.0555555555555554,0.1666666666666666,0.0522222222222222,0.6666666666666666,3.8333333333333335,0.7777777777777778,0.0555555555555555,0.9444444444444444,30.0,30,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,8.0,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
,Arpit Saroha,,,Arpit Saroha,Arpit Saroha,,,Arpit Saroha,Arpit Saroha,Arpit Saroha,,8,,,8.0,8.0,,,8.0,8.0,8.0,,Defender - Right Corner,,,Defender - Right Corner,Defender - Right Corner,,,Defender - Right Corner,Defender - Right Corner,Defender - Right Corner,,,,,,,,,,,,,CHE,,,CHE,CHE,,,CHE,CHE,CHE,,Tamil Thalaivas,,,Tamil Thalaivas,Tamil Thalaivas,,,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,,119,,,26.0,39.0,,,66.0,41.0,64.0,,14,,,3.0,1.75,,,11.0,1.0,14.0,,1.75,,,0.375,0.21875,,,1.375,0.125,1.75,,29,,,29.0,29.0,,,29.0,29.0,29.0,,0,,,0.0,0.0,,,0.0,0.0,0.0
,Shubham Kumar,,,,Shubham Kumar,,,Shubham Kumar,,Shubham Kumar,,11,,,,11.0,,,11.0,,11.0,,Defender - Left Cover,,,,Defender - Left Cover,,,Defender - Left Cover,,Defender - Left Cover,,,,,,,,,,,,,U.P.,,,,U.P.,,,U.P.,,U.P.,,U.P. Yoddhas,,,,U.P. Yoddhas,,,U.P. Yoddhas,,U.P. Yoddhas,,155,,,,108.0,,,86.0,,99.0,,6,,,,0.55,,,6.0,,6.0,,0.5454545454545454,,,,0.05,,,0.5454545454545454,,0.5454545454545454,,30,,,,30.0,,,30.0,,30.0,,0,,,,0.0,,,0.0,,0.0
,Akash Pikalmunde,Akash Pikalmunde,Akash Pikalmunde,,Akash Pikalmunde,,Akash Pikalmunde,Akash Pikalmunde,,Akash Pikalmunde,,3,3.0,3.0,,3.0,,3.0,3.0,,3.0,,Raider,Raider,Raider,,Raider,,Raider,Raider,,Raider,,,,,,,,,,,,,KOL,KOL,KOL,,KOL,,KOL,KOL,,KOL,,Bengal Warriors,Bengal Warriors,Bengal Warriors,,Bengal Warriors,,Bengal Warriors,Bengal Warriors,,Bengal Warriors,,120,39.0,71.0,,130.0,,63.0,171.0,,160.0,,14,1.0,6.0,,0.33,,13.0,1.0,,1.0,,4.666666666666667,0.3333333333333333,2.0,,0.11,,4.333333333333333,0.3333333333333333,,0.3333333333333333,,4,4.0,4.0,,4.0,,4.0,4.0,,4.0,,8,8.0,8.0,,8.0,,8.0,8.0,,8.0
,Manuj,,,,Manuj,,,Manuj,,Manuj,,10,,,,10.0,,,10.0,,10.0,,Defender - Right Corner,,,,Defender - Right Corner,,,Defender - Right Corner,,Defender - Right Corner,,,,,,,,,,,,,GUJ,,,,GUJ,,,GUJ,,GUJ,,Gujarat Giants,,,,Gujarat Giants,,,Gujarat Giants,,Gujarat Giants,,135,,,,82.0,,,72.0,,75.0,,10,,,,1.0,,,10.0,,10.0,,1.0,,,,0.1,,,1.0,,1.0,,31,,,,31.0,,,31.0,,31.0,,0,,,,0.0,,,0.0,,0.0
,Rohit,,Rohit,,,Rohit,Rohit,,,,,3,,3.0,,,3.0,3.0,,,,,All-Rounder,,All-Rounder,,,All-Rounder,All-Rounder,,,,,,,,,,,,,,,,KOL,,KOL,,,KOL,KOL,,,,,Bengal Warriors,,Bengal Warriors,,,Bengal Warriors,Bengal Warriors,,,,,151,,77.0,,,72.0,77.0,,,,,7,,5.0,,,1.0,7.0,,,,,2.3333333333333335,,1.6666666666666667,,,0.3333333333333333,2.3333333333333335,,,,,4,,4.0,,,4.0,4.0,,,,,0,,0.0,,,0.0,0.0,,,
,Kapil,,,,Kapil,,,Kapil,,Kapil,,7,,,,7.0,,,7.0,,7.0,,Defender - Right Cover,,,,Defender - Right Cover,,,Defender - Right Cover,,Defender - Right Cover,,,,,,,,,,,,,GUJ,,,,GUJ,,,GUJ,,GUJ,,Gujarat Giants,,,,Gujarat Giants,,,Gujarat Giants,,Gujarat Giants,,137,,,,64.0,,,73.0,,76.0,,9,,,,1.29,,,9.0,,9.0,,1.2857142857142858,,,,0.1842857142857143,,,1.2857142857142858,,1.2857142857142858,,31,,,,31.0,,,31.0,,31.0,,0,,,,0.0,,,0.0,,0.0
,Vishwas S,,Vishwas S,,,,Vishwas S,,,,,4,,4.0,,,,4.0,,,,,Raider,,Raider,,,,Raider,,,,,,,,,,,,,,,,PAT,,PAT,,,,PAT,,,,,Patna Pirates,,Patna Pirates,,,,Patna Pirates,,,,,150,,78.0,,,,78.0,,,,,7,,5.0,,,,7.0,,,,,1.75,,1.25,,,,1.75,,,,,6,,6.0,,,,6.0,,,,,8,,8.0,,,,8.0,,,
,Sahul Kumar,,Sahul Kumar,Sahul Kumar,Sahul Kumar,,Sahul Kumar,Sahul Kumar,Sahul Kumar,Sahul Kumar,,24,,24.0,24.0,24.0,,24.0,24.0,24.0,24.0,,Defender - Right Corner,,Defender - Right Corner,Defender - Right Corner,Defender - Right Corner,,Defender - Right Corner,Defender - Right Corner,Defender - Right Corner,Defender - Right Corner,,,,,,,,,,,,,JAI,,JAI,JAI,JAI,,JAI,JAI,JAI,JAI,,Jaipur Pink Panthers,,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,,44,,112.0,27.0,21.0,,139.0,9.0,14.0,9.0,,57,,1.0,3.0,2.33,,1.0,53.0,3.0,56.0,,2.375,,0.0416666666666666,0.125,0.0970833333333333,,0.0416666666666666,2.2083333333333335,0.125,2.3333333333333335,,3,,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,,0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
,K Hanumanthu,K Hanumanthu,K Hanumanthu,,K Hanumanthu,K Hanumanthu,K Hanumanthu,K Hanumanthu,,K Hanumanthu,,8,8.0,8.0,,8.0,8.0,8.0,8.0,,8.0,,All-rounder,All-rounder,All-rounder,,All-rounder,All-rounder,All-rounder,All-rounder,,All-rounder,,,,,,,,,,,,,HYD,HYD,HYD,,HYD,HYD,HYD,HYD,,HYD,,Telugu Titans,Telugu Titans,Telugu Titans,,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,,Telugu Titans,,94,40.0,47.0,,115.0,60.0,52.0,107.0,,119.0,,28,1.0,21.0,,0.5,2.0,24.0,4.0,,4.0,,3.5,0.125,2.625,,0.0625,0.25,3.0,0.5,,0.5,,8,8.0,8.0,,8.0,8.0,8.0,8.0,,8.0,,0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
,Abdul Insamam,,Abdul Insamam,,,,Abdul Insamam,,,,,7,,7.0,,,,7.0,,,,,All-Rounder,,All-Rounder,,,,All-Rounder,,,,,,,,,,,,,,,,PAT,,PAT,,,,PAT,,,,,Patna Pirates,,Patna Pirates,,,,Patna Pirates,,,,,136,,76.0,,,,72.0,,,,,10,,5.0,,,,10.0,,,,,1.4285714285714286,,0.7142857142857143,,,,1.4285714285714286,,,,,6,,6.0,,,,6.0,,,,,0,,0.0,,,,0.0,,,
,Mayur Kadam,,,Mayur Kadam,Mayur Kadam,,,Mayur Kadam,,Mayur Kadam,,17,,,17.0,17.0,,,17.0,,17.0,,Defender - Right Cover,,,Defender - Right Cover,Defender - Right Cover,,,Defender - Right Cover,,Defender - Right Cover,,,,,,,,,,,,,BLR,,,BLR,BLR,,,BLR,,BLR,,Bengaluru Bulls,,,Bengaluru Bulls,Bengaluru Bulls,,,Bengaluru Bulls,,Bengaluru Bulls,,116,,,85.0,87.0,,,57.0,,61.0,,16,,,1.0,0.94,,,15.0,,16.0,,0.9411764705882352,,,0.0588235294117647,0.0552941176470588,,,0.8823529411764706,,0.9411764705882352,,1,,,1.0,1.0,,,1.0,,1.0,,0,,,0.0,0.0,,,0.0,,0.0
,Sudhakar Krishant,,,Sudhakar Krishant,Sudhakar Krishant,,,Sudhakar Krishant,,Sudhakar Krishant,,9,,,9.0,9.0,,,9.0,,9.0,,Defender - Left Cover,,,Defender - Left Cover,Defender - Left Cover,,,Defender - Left Cover,,Defender - Left Cover,,,,,,,,,,,,,BLR,,,BLR,BLR,,,BLR,,BLR,,Bengaluru Bulls,,,Bengaluru Bulls,Bengaluru Bulls,,,Bengaluru Bulls,,Bengaluru Bulls,,152,,,86.0,90.0,,,87.0,,87.0,,7,,,1.0,0.78,,,6.0,,7.0,,0.7777777777777778,,,0.1111111111111111,0.0866666666666666,,,0.6666666666666666,,0.7777777777777778,,1,,,1.0,1.0,,,1.0,,1.0,,0,,,0.0,0.0,,,0.0,,0.0
,Govind Gurjar,,Govind Gurjar,,Govind Gurjar,,Govind Gurjar,Govind Gurjar,,Govind Gurjar,,2,,2.0,,2.0,,2.0,2.0,,2.0,,All-Rounder,,All-Rounder,,All-Rounder,,All-Rounder,All-Rounder,,All-Rounder,,,,,,,,,,,,,PUN,,PUN,,PUN,,PUN,PUN,,PUN,,Puneri Paltan,,Puneri Paltan,,Puneri Paltan,,Puneri Paltan,Puneri Paltan,,Puneri Paltan,,154,,99.0,,18.0,,137.0,104.0,,103.0,,6,,1.0,,2.5,,1.0,5.0,,5.0,,3.0,,0.5,,1.25,,0.5,2.5,,2.5,,7,,7.0,,7.0,,7.0,7.0,,7.0,,0,,0.0,,0.0,,0.0,0.0,,0.0
,Mohammadreza Chiyaneh,,Mohammadreza Chiyaneh,Mohammadreza Chiyaneh,Mohammadreza Chiyaneh,,Mohammadreza Chiyaneh,Mohammadreza Chiyaneh,Mohammadreza Chiyaneh,Mohammadreza Chiyaneh,,20,,20.0,20.0,20.0,,20.0,20.0,20.0,20.0,,All-Rounder,,All-Rounder,All-Rounder,All-Rounder,,All-Rounder,All-Rounder,All-Rounder,All-Rounder,,,,,,,,,,,,,PAT,,PAT,PAT,PAT,,PAT,PAT,PAT,PAT,,Patna Pirates,,Patna Pirates,Patna Pirates,Patna Pirates,,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,,28,,81.0,2.0,3.0,,86.0,2.0,3.0,2.0,,89,,4.0,10.0,4.2,,5.0,74.0,6.0,84.0,,4.45,,0.2,0.5,0.21,,0.25,3.7,0.3,4.2,,6,,6.0,6.0,6.0,,6.0,6.0,6.0,6.0,,0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
,Amirhossein Bastami,,,Amirhossein Bastami,Amirhossein Bastami,,Amirhossein Bastami,Amirhossein Bastami,Amirhossein Bastami,Amirhossein Bastami,,16,,,16.0,16.0,,16.0,16.0,16.0,16.0,,Defender,,,Defender,Defender,,Defender,Defender,Defender,Defender,,,,,,,,,,,,,HAR,,,HAR,HAR,,HAR,HAR,HAR,HAR,,Haryana Steelers,,,Haryana Steelers,Haryana Steelers,,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,,100,,,84.0,56.0,,136.0,45.0,42.0,48.0,,24,,,1.0,1.44,,1.0,22.0,1.0,23.0,,1.5,,,0.0625,0.09,,0.0625,1.375,0.0625,1.4375,,28,,,28.0,28.0,,28.0,28.0,28.0,28.0,,9,,,9.0,9.0,,9.0,9.0,9.0,9.0
,Soleiman Pahlevani,,,,Soleiman Pahlevani,,,Soleiman Pahlevani,,Soleiman Pahlevani,,3,,,,3.0,,,3.0,,3.0,,Defender,,,,Defender,,,Defender,,Defender,,,,,,,,,,,,,KOL,,,,KOL,,,KOL,,KOL,,Bengal Warriors,,,,Bengal Warriors,,,Bengal Warriors,,Bengal Warriors,,214,,,,131.0,,,166.0,,151.0,,1,,,,0.33,,,1.0,,1.0,,0.3333333333333333,,,,0.11,,,0.3333333333333333,,0.3333333333333333,,4,,,,4.0,,,4.0,,4.0,,9,,,,9.0,,,9.0,,9.0
,James Kamweti,,James Kamweti,,James Kamweti,,James Kamweti,James Kamweti,,James Kamweti,,5,,5.0,,5.0,,5.0,5.0,,5.0,,Raider,,Raider,,Raider,,Raider,Raider,,Raider,,,,,,,,,,,,,U.P.,,U.P.,,U.P.,,U.P.,U.P.,,U.P.,,U.P. Yoddhas,,U.P. Yoddhas,,U.P. Yoddhas,,U.P. Yoddhas,U.P. Yoddhas,,U.P. Yoddhas,,153,,86.0,,151.0,,81.0,167.0,,152.0,,7,,3.0,,0.2,,6.0,1.0,,1.0,,1.4,,0.6,,0.04,,1.2,0.2,,0.2,,30,,30.0,,30.0,,30.0,30.0,,30.0,,8,,8.0,,8.0,,8.0,8.0,,8.0
Aslam Thambi,Aslam Thambi,,Aslam Thambi,,,Aslam Thambi,Aslam Thambi,,,,5.0,5,,5.0,,,5.0,5.0,,,,Raider,Raider,,Raider,,,Raider,Raider,,,,,,,,,,,,,,,KOL,KOL,,KOL,,,KOL,KOL,,,,Bengal Warriors,Bengal Warriors,,Bengal Warriors,,,Bengal Warriors,Bengal Warriors,,,,39.0,143,,83.0,,,61.0,73.0,,,,1.0,9,,4.0,,,2.0,9.0,,,,0.2,1.8,,0.8,,,0.4,1.8,,,,4.0,4,,4.0,,,4.0,4.0,,,,8.0,8,,8.0,,,8.0,8.0,,,
,Pardeep Kumar,,,,,,Pardeep Kumar,,,,,5,,,,,,5.0,,,,,Raider,,,,,,Raider,,,,,,,,,,,,,,,,GUJ,,,,,,GUJ,,,,,Gujarat Giants,,,,,,Gujarat Giants,,,,,198,,,,,,135.0,,,,,1,,,,,,1.0,,,,,0.2,,,,,,0.2,,,,,31,,,,,,31.0,,,,,8,,,,,,8.0,,,
Bharat,Bharat,Bharat,Bharat,,Bharat,Bharat,Bharat,Bharat,,Bharat,23.0,23,23.0,23.0,,23.0,23.0,23.0,23.0,,23.0,Raider,Raider,Raider,Raider,,Raider,Raider,Raider,Raider,,Raider,,,,,,,,,,,,BLR,BLR,BLR,BLR,,BLR,BLR,BLR,BLR,,BLR,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,,Bengaluru Bulls,2.0,2,3.0,2.0,,164.0,7.0,2.0,129.0,,120.0,11.0,282,16.0,222.0,,0.13,27.0,279.0,3.0,,3.0,0.4782608695652174,12.26086956521739,0.6956521739130435,9.652173913043478,,0.0056521739130434,1.173913043478261,12.130434782608695,0.1304347826086956,,0.1304347826086956,1.0,1,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,8.0,8,8.0,8.0,,8.0,8.0,8.0,8.0,,8.0
Ashu Malik,Ashu Malik,Ashu Malik,Ashu Malik,Ashu Malik,Ashu Malik,Ashu Malik,Ashu Malik,Ashu Malik,Ashu Malik,Ashu Malik,23.0,23,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,,,,,,,,,,,,DEL,DEL,DEL,DEL,DEL,DEL,DEL,DEL,DEL,DEL,DEL,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,8.0,10,15.0,19.0,12.0,93.0,11.0,12.0,61.0,43.0,56.0,6.0,158,5.0,101.0,4.0,0.74,24.0,141.0,13.0,1.0,17.0,0.2608695652173913,6.869565217391305,0.217391304347826,4.391304347826087,0.1739130434782608,0.0321739130434782,1.0434782608695652,6.130434782608695,0.5652173913043478,0.0434782608695652,0.7391304347826086,2.0,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
,Dipak,,,Dipak,Dipak,,,Dipak,Dipak,Dipak,,9,,,9.0,9.0,,,9.0,9.0,9.0,,Defender,,,Defender,Defender,,,Defender,Defender,Defender,,,,,,,,,,,,,DEL,,,DEL,DEL,,,DEL,DEL,DEL,,Dabang Delhi K.C.,,,Dabang Delhi K.C.,Dabang Delhi K.C.,,,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,,122,,,39.0,55.0,,,67.0,44.0,66.0,,13,,,2.0,1.44,,,11.0,1.0,13.0,,1.4444444444444444,,,0.2222222222222222,0.16,,,1.2222222222222223,0.1111111111111111,1.4444444444444444,,2,,,2.0,2.0,,,2.0,2.0,2.0,,9,,,9.0,9.0,,,9.0,9.0,9.0
,Krishan,,,Krishan,Krishan,,,Krishan,Krishan,Krishan,,21,,,21.0,21.0,,,21.0,21.0,21.0,,Defender,,,Defender,Defender,,,Defender,Defender,Defender,,,,,,,,,,,,,DEL,,,DEL,DEL,,,DEL,DEL,DEL,,Dabang Delhi K.C.,,,Dabang Delhi K.C.,Dabang Delhi K.C.,,,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,,83,,,31.0,46.0,,,35.0,45.0,34.0,,34,,,3.0,1.62,,,31.0,1.0,34.0,,1.619047619047619,,,0.1428571428571428,0.0771428571428571,,,1.4761904761904765,0.0476190476190476,1.619047619047619,,2,,,2.0,2.0,,,2.0,2.0,2.0,,9,,,9.0,9.0,,,9.0,9.0,9.0
